"theme_folder","theme_name_pt","product_no","title_ko","source_category_folder","source_detail_url","themed_file","bytes"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","184","미래엔아이세움","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=184&cate_no=81&display_group=1","013__184__미래엔아이세움.jpg","139142"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","183","KTOON","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=183&cate_no=81&display_group=1","014__183__KTOON.jpg","88944"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","182","KTOON","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=182&cate_no=81&display_group=1","015__182__KTOON.jpg","325810"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","131","BTS 방탄소년단","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=131&cate_no=81&display_group=1","016__131__BTS 방탄소년단.jpg","463315"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","103","MBC","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=103&cate_no=81&display_group=1","017__103__MBC.jpg","1824038"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","102","MBC","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=102&cate_no=81&display_group=1","018__102__MBC.jpg","1940836"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","101","MBC","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=101&cate_no=81&display_group=1","019__101__MBC.jpg","678094"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","100","MBC","04-games-broadcast-media","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=100&cate_no=81&display_group=1","020__100__MBC.jpg","559829"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1422","HD현대","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1422&cate_no=82&display_group=1","001__1422__HD현대.jpg","62522"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1421","HD현대","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1421&cate_no=82&display_group=1","002__1421__HD현대.jpg","54711"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1420","현대자동차","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1420&cate_no=82&display_group=1","003__1420__현대자동차.jpg","213090"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1419","현대위아","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1419&cate_no=82&display_group=1","004__1419__현대위아.jpg","182204"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1409","KIA","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1409&cate_no=82&display_group=1","005__1409__KIA.jpg","277838"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1408","KIA","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1408&cate_no=82&display_group=1","006__1408__KIA.jpg","265649"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1407","KIA","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1407&cate_no=82&display_group=1","007__1407__KIA.jpg","195920"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1405","HD현대 XITESOLUTION","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1405&cate_no=82&display_group=1","008__1405__HD현대 XITESOLUTION.jpg","142874"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1404","HD현대 XITESOLUTION","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1404&cate_no=82&display_group=1","009__1404__HD현대 XITESOLUTION.jpg","215240"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1395","Bobcat","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1395&cate_no=82&display_group=1","010__1395__Bobcat.jpg","158362"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1392","AETHER CT","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1392&cate_no=82&display_group=1","011__1392__AETHER CT.jpg","300324"
"08-esportes-e-lazer","Esportes e Lazer","1391","한국마사회","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1391&cate_no=82&display_group=1","012__1391__한국마사회.jpg","78234"
"07-publico-cultura-saude-e-educacao","Público, Cultura, Saúde e Educação","1390","안성 3.1운동 기념관","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1390&cate_no=82&display_group=1","013__1390__안성 3.1운동 기념관.jpg","147399"
"01-alimentos-e-bebidas","Alimentos e Bebidas","1389","오설록","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1389&cate_no=82&display_group=1","014__1389__오설록.jpg","72128"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1388","KIA","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1388&cate_no=82&display_group=1","015__1388__KIA.jpg","138976"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1387","KIA","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1387&cate_no=82&display_group=1","016__1387__KIA.jpg","118322"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1386","한미반도체","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1386&cate_no=82&display_group=1","017__1386__한미반도체.jpg","178359"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1385","LG디스플레이","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1385&cate_no=82&display_group=1","018__1385__LG디스플레이.jpg","209614"
"06-varejo-e-hospitalidade","Varejo e Hospitalidade","1374","웨스틴조선서울","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1374&cate_no=82&display_group=1","019__1374__웨스틴조선서울.jpg","80675"
"10-arquitetura-e-construcao","Arquitetura e Construção","1344","현대건설","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1344&cate_no=82&display_group=1","020__1344__현대건설.jpg","270258"
"10-arquitetura-e-construcao","Arquitetura e Construção","1343","현대건설","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1343&cate_no=82&display_group=1","021__1343__현대건설.jpg","253837"
"10-arquitetura-e-construcao","Arquitetura e Construção","1342","현대건설","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1342&cate_no=82&display_group=1","022__1342__현대건설.jpg","275592"
"07-publico-cultura-saude-e-educacao","Público, Cultura, Saúde e Educação","1337","제이오텍","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1337&cate_no=82&display_group=1","023__1337__제이오텍.jpg","84740"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1330","아마존웹서비스","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1330&cate_no=82&display_group=1","024__1330__아마존웹서비스.jpg","73939"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1327","SK하이닉스","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1327&cate_no=82&display_group=1","025__1327__SK하이닉스.jpg","577911"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1326","NHN","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1326&cate_no=82&display_group=1","026__1326__NHN.jpg","166371"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1325","LIG넥스원","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1325&cate_no=82&display_group=1","027__1325__LIG넥스원.jpg","166337"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1324","LIG넥스원","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1324&cate_no=82&display_group=1","028__1324__LIG넥스원.jpg","179379"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1323","LG디스플레이","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1323&cate_no=82&display_group=1","029__1323__LG디스플레이.jpg","116586"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1321","LS엠트론","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1321&cate_no=82&display_group=1","030__1321__LS엠트론.jpg","880515"
"03-automotivo-e-mobilidade","Automotivo e Mobilidade","1320","LS엠트론","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1320&cate_no=82&display_group=1","031__1320__LS엠트론.jpg","754135"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1312","HD현대","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1312&cate_no=82&display_group=1","032__1312__HD현대.jpg","1008513"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1311","HD현대","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1311&cate_no=82&display_group=1","033__1311__HD현대.jpg","1065161"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1310","한컴","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1310&cate_no=82&display_group=1","034__1310__한컴.jpg","450267"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1309","아이파킹","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1309&cate_no=82&display_group=1","035__1309__아이파킹.jpg","669363"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1305","SK하이닉스","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1305&cate_no=82&display_group=1","036__1305__SK하이닉스.jpg","646459"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1304","SK이노베이션","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1304&cate_no=82&display_group=1","037__1304__SK이노베이션.jpg","848451"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1303","SK이노베이션","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1303&cate_no=82&display_group=1","038__1303__SK이노베이션.jpg","880303"
"05-industria-energia-e-tecnologia","Indústria, Energia e Tecnologia","1302","SK이노베이션","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1302&cate_no=82&display_group=1","039__1302__SK이노베이션.jpg","975912"
"06-varejo-e-hospitalidade","Varejo e Hospitalidade","1301","앰배서더 호텔 그룹","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1301&cate_no=82&display_group=1","040__1301__앰배서더 호텔 그룹.jpg","289966"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1289","기아자동차","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1289&cate_no=82&display_group=1","041__1289__기아자동차.jpg","450396"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","1288","기아자동차","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1288&cate_no=82&display_group=1","042__1288__기아자동차.jpg","469874"
"08-esportes-e-lazer","Esportes e Lazer","213","비발디 파크 오션월드","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=213&cate_no=82&display_group=1","043__213__비발디 파크 오션월드.jpg","294489"
"07-publico-cultura-saude-e-educacao","Público, Cultura, Saúde e Educação","190","함소아 한의원","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=190&cate_no=82&display_group=1","044__190__함소아 한의원.jpg","69737"
"07-publico-cultura-saude-e-educacao","Público, Cultura, Saúde e Educação","189","함소아 한의원","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=189&cate_no=82&display_group=1","045__189__함소아 한의원.jpg","1741043"
"08-esportes-e-lazer","Esportes e Lazer","186","광주FC","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=186&cate_no=82&display_group=1","046__186__광주FC.jpg","71151"
"08-esportes-e-lazer","Esportes e Lazer","185","수원삼성 블루윙즈 축구단","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=185&cate_no=82&display_group=1","047__185__수원삼성 블루윙즈 축구단.jpg","201808"
"06-varejo-e-hospitalidade","Varejo e Hospitalidade","181","KT","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=181&cate_no=82&display_group=1","048__181__KT.jpg","134141"
"07-publico-cultura-saude-e-educacao","Público, Cultura, Saúde e Educação","180","빨간펜","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=180&cate_no=82&display_group=1","049__180__빨간펜.jpg","147639"
"08-esportes-e-lazer","Esportes e Lazer","178","JScompany","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=178&cate_no=82&display_group=1","050__178__JScompany.jpg","780189"
"04-militar-defesa-e-resgate","Militar, Defesa e Resgate","154","키자니아","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=154&cate_no=82&display_group=1","051__154__키자니아.jpg","631481"
"09-entretenimento-midia-e-games","Entretenimento, Mídia e Games","150","에브리타운","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=150&cate_no=82&display_group=1","052__150__에브리타운.jpg","1615685"
"08-esportes-e-lazer","Esportes e Lazer","149","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=149&cate_no=82&display_group=1","053__149__한국야구위원회 KBO.jpg","425965"
"08-esportes-e-lazer","Esportes e Lazer","148","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=148&cate_no=82&display_group=1","054__148__한국야구위원회 KBO.jpg","442904"
"08-esportes-e-lazer","Esportes e Lazer","147","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=147&cate_no=82&display_group=1","055__147__한국야구위원회 KBO.jpg","462595"
"08-esportes-e-lazer","Esportes e Lazer","146","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=146&cate_no=82&display_group=1","056__146__한국야구위원회 KBO.jpg","1673746"
"08-esportes-e-lazer","Esportes e Lazer","145","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=145&cate_no=82&display_group=1","057__145__한국야구위원회 KBO.jpg","1686295"
"08-esportes-e-lazer","Esportes e Lazer","144","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=144&cate_no=82&display_group=1","058__144__한국야구위원회 KBO.jpg","1668999"
"08-esportes-e-lazer","Esportes e Lazer","143","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=143&cate_no=82&display_group=1","059__143__한국야구위원회 KBO.jpg","1634564"
"08-esportes-e-lazer","Esportes e Lazer","142","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=142&cate_no=82&display_group=1","060__142__한국야구위원회 KBO.jpg","1666151"
"08-esportes-e-lazer","Esportes e Lazer","141","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=141&cate_no=82&display_group=1","061__141__한국야구위원회 KBO.jpg","1667772"
"08-esportes-e-lazer","Esportes e Lazer","140","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=140&cate_no=82&display_group=1","062__140__한국야구위원회 KBO.jpg","1690645"
"08-esportes-e-lazer","Esportes e Lazer","139","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=139&cate_no=82&display_group=1","063__139__한국야구위원회 KBO.jpg","462549"
"08-esportes-e-lazer","Esportes e Lazer","138","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=138&cate_no=82&display_group=1","064__138__한국야구위원회 KBO.jpg","449031"
"08-esportes-e-lazer","Esportes e Lazer","137","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=137&cate_no=82&display_group=1","065__137__한국야구위원회 KBO.jpg","440770"
"08-esportes-e-lazer","Esportes e Lazer","136","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=136&cate_no=82&display_group=1","066__136__한국야구위원회 KBO.jpg","459097"
"08-esportes-e-lazer","Esportes e Lazer","135","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=135&cate_no=82&display_group=1","067__135__한국야구위원회 KBO.jpg","1582811"
"08-esportes-e-lazer","Esportes e Lazer","134","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=134&cate_no=82&display_group=1","068__134__한국야구위원회 KBO.jpg","715704"
"08-esportes-e-lazer","Esportes e Lazer","133","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=133&cate_no=82&display_group=1","069__133__한국야구위원회 KBO.jpg","708580"
"08-esportes-e-lazer","Esportes e Lazer","132","한국야구위원회 KBO","05-other","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=132&cate_no=82&display_group=1","070__132__한국야구위원회 KBO.jpg","725319"
