"category_folder","category_name","category_id","sequence","product_no","title_ko","detail_url","original_image_url","local_file","bytes","status","error_message"
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","18","164","제주항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=164&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/jejuair20airport.jpg","018__164__제주항공.jpg","219628","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","19","163","제주항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=163&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848CE185A6E1848CE185AEE18492E185A1E186BCE18480E185A9E186BCE18491E185B5E18480E185B2E1848BE185A5.jpg","019__163__제주항공.jpg","1631032","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","20","162","제주항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=162&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848CE185A6E1848CE185AEE18492E185A1E186BCE18480E185A9E186BCE18491E185A2E1848FE185B5E1848CE185B5.jpg","020__162__제주항공.jpg","1877737","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","21","160","서원유통 &amp; 동원","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=160&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18489E185A5E1848BE185AFE186ABE1848BE185B2E18490E185A9E186BCE18491E185A2E1848FE185B5E1848CE185B5.jpg","021__160__서원유통 &amp; 동원.jpg","1789519","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","22","157","아시아나 항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=157&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/asiana-hangar.jpg","022__157__아시아나 항공.jpg","203572","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","23","156","아시아나 항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=156&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/asiana350.jpg","023__156__아시아나 항공.jpg","195148","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","24","155","아시아나 항공","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=155&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848BE185A1E18489E185B5E1848BE185A1E18482E185A1E18491E185A2E1848FE185B5E1848CE185B5.jpg","024__155__아시아나 항공.jpg","1853705","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","25","69","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=69&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/sk-enclean-oil.jpg","025__69__SK엔크린.jpg","114739","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","26","68","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=68&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/sk20enclean20oil20pumpjack.jpg","026__68__SK엔크린.jpg","175465","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","27","67","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=67&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/sk20encrean20aircraft.jpg","027__67__SK엔크린.jpg","190084","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","28","66","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=66&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/SK20racing.jpg","028__66__SK엔크린.jpg","152346","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","29","65","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=65&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/skE1848BE185A6E186ABE1848FE185B3E18485E185B5E186AB20E1848FE185A1E18489E185A6E186ABE18490E185A5.jpg","029__65__SK엔크린.jpg","1867535","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","30","64","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=64&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/SK_E1848BE185AFE186ABE1848BE185B2E18489E185B5E1848EE185AEE18489E185A5E186AB.jpg","030__64__SK엔크린.jpg","626186","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","31","63","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=63&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/SK20E1848BE185B2E1848CE185A9E1848EE185A1.jpg","031__63__SK엔크린.jpg","452136","downloaded",""
"02-retail-distribution-aviation","Retail, Distribution & Aviation","79","32","62","SK엔크린","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=62&cate_no=79&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/skE1848BE185A6E186ABE1848FE185B3E18485E185B5E186AB.jpg","032__62__SK엔크린.jpg","1634611","downloaded",""
