"category_folder","category_name","category_id","sequence","product_no","title_ko","source_detail_url","local_file","bytes","status"
"05-other","Other","82","4","1419","현대위아","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1419&cate_no=82&display_group=1","004__1419__현대위아.jpg","182204","downloaded"
"05-other","Other","82","5","1409","KIA","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1409&cate_no=82&display_group=1","005__1409__KIA.jpg","277838","downloaded"
"05-other","Other","82","6","1408","KIA","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1408&cate_no=82&display_group=1","006__1408__KIA.jpg","265649","downloaded"
"05-other","Other","82","7","1407","KIA","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1407&cate_no=82&display_group=1","007__1407__KIA.jpg","195920","downloaded"
"05-other","Other","82","8","1405","HD현대 XITESOLUTION","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1405&cate_no=82&display_group=1","008__1405__HD현대 XITESOLUTION.jpg","142874","downloaded"
"05-other","Other","82","9","1404","HD현대 XITESOLUTION","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1404&cate_no=82&display_group=1","009__1404__HD현대 XITESOLUTION.jpg","215240","downloaded"
"05-other","Other","82","10","1395","Bobcat","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1395&cate_no=82&display_group=1","010__1395__Bobcat.jpg","158362","downloaded"
"05-other","Other","82","11","1392","AETHER CT","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1392&cate_no=82&display_group=1","011__1392__AETHER CT.jpg","300324","downloaded"
"05-other","Other","82","12","1391","한국마사회","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1391&cate_no=82&display_group=1","012__1391__한국마사회.jpg","78234","downloaded"
"05-other","Other","82","13","1390","안성 3.1운동 기념관","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1390&cate_no=82&display_group=1","013__1390__안성 3.1운동 기념관.jpg","147399","downloaded"
"05-other","Other","82","14","1389","오설록","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1389&cate_no=82&display_group=1","014__1389__오설록.jpg","72128","downloaded"
"05-other","Other","82","15","1388","KIA","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1388&cate_no=82&display_group=1","015__1388__KIA.jpg","138976","downloaded"
"05-other","Other","82","16","1387","KIA","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1387&cate_no=82&display_group=1","016__1387__KIA.jpg","118322","downloaded"
"05-other","Other","82","17","1386","한미반도체","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1386&cate_no=82&display_group=1","017__1386__한미반도체.jpg","178359","downloaded"
"05-other","Other","82","18","1385","LG디스플레이","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1385&cate_no=82&display_group=1","018__1385__LG디스플레이.jpg","209614","downloaded"
"05-other","Other","82","19","1374","웨스틴조선서울","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1374&cate_no=82&display_group=1","019__1374__웨스틴조선서울.jpg","80675","downloaded"
"05-other","Other","82","20","1344","현대건설","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1344&cate_no=82&display_group=1","020__1344__현대건설.jpg","270258","downloaded"
"05-other","Other","82","21","1343","현대건설","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1343&cate_no=82&display_group=1","021__1343__현대건설.jpg","253837","downloaded"
"05-other","Other","82","22","1342","현대건설","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1342&cate_no=82&display_group=1","022__1342__현대건설.jpg","275592","downloaded"
"05-other","Other","82","23","1337","제이오텍","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1337&cate_no=82&display_group=1","023__1337__제이오텍.jpg","84740","downloaded"
"05-other","Other","82","24","1330","아마존웹서비스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1330&cate_no=82&display_group=1","024__1330__아마존웹서비스.jpg","73939","downloaded"
"05-other","Other","82","25","1327","SK하이닉스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1327&cate_no=82&display_group=1","025__1327__SK하이닉스.jpg","577911","downloaded"
"05-other","Other","82","26","1326","NHN","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1326&cate_no=82&display_group=1","026__1326__NHN.jpg","166371","downloaded"
"05-other","Other","82","27","1325","LIG넥스원","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1325&cate_no=82&display_group=1","027__1325__LIG넥스원.jpg","166337","downloaded"
"05-other","Other","82","28","1324","LIG넥스원","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1324&cate_no=82&display_group=1","028__1324__LIG넥스원.jpg","179379","downloaded"
"05-other","Other","82","29","1323","LG디스플레이","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1323&cate_no=82&display_group=1","029__1323__LG디스플레이.jpg","116586","downloaded"
"05-other","Other","82","30","1321","LS엠트론","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1321&cate_no=82&display_group=1","030__1321__LS엠트론.jpg","880515","downloaded"
"05-other","Other","82","31","1320","LS엠트론","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1320&cate_no=82&display_group=1","031__1320__LS엠트론.jpg","754135","downloaded"
"05-other","Other","82","32","1312","HD현대","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1312&cate_no=82&display_group=1","032__1312__HD현대.jpg","1008513","downloaded"
"05-other","Other","82","33","1311","HD현대","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1311&cate_no=82&display_group=1","033__1311__HD현대.jpg","1065161","downloaded"
"05-other","Other","82","34","1310","한컴","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1310&cate_no=82&display_group=1","034__1310__한컴.jpg","450267","downloaded"
"05-other","Other","82","35","1309","아이파킹","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1309&cate_no=82&display_group=1","035__1309__아이파킹.jpg","669363","downloaded"
"05-other","Other","82","36","1305","SK하이닉스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1305&cate_no=82&display_group=1","036__1305__SK하이닉스.jpg","646459","downloaded"
"05-other","Other","82","37","1304","SK이노베이션","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1304&cate_no=82&display_group=1","037__1304__SK이노베이션.jpg","848451","downloaded"
"05-other","Other","82","38","1303","SK이노베이션","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1303&cate_no=82&display_group=1","038__1303__SK이노베이션.jpg","880303","downloaded"
"05-other","Other","82","39","1302","SK이노베이션","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1302&cate_no=82&display_group=1","039__1302__SK이노베이션.jpg","975912","downloaded"
"05-other","Other","82","40","1301","앰배서더 호텔 그룹","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1301&cate_no=82&display_group=1","040__1301__앰배서더 호텔 그룹.jpg","289966","downloaded"
"05-other","Other","82","41","1289","기아자동차","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1289&cate_no=82&display_group=1","041__1289__기아자동차.jpg","450396","downloaded"
"05-other","Other","82","42","1288","기아자동차","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=1288&cate_no=82&display_group=1","042__1288__기아자동차.jpg","469874","downloaded"
"05-other","Other","82","43","213","비발디 파크 오션월드","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=213&cate_no=82&display_group=1","043__213__비발디 파크 오션월드.jpg","294489","downloaded"
"05-other","Other","82","44","190","함소아 한의원","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=190&cate_no=82&display_group=1","044__190__함소아 한의원.jpg","69737","downloaded"
"05-other","Other","82","45","189","함소아 한의원","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=189&cate_no=82&display_group=1","045__189__함소아 한의원.jpg","1741043","downloaded"
"05-other","Other","82","46","186","광주FC","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=186&cate_no=82&display_group=1","046__186__광주FC.jpg","71151","downloaded"
"05-other","Other","82","47","185","수원삼성 블루윙즈 축구단","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=185&cate_no=82&display_group=1","047__185__수원삼성 블루윙즈 축구단.jpg","201808","downloaded"
"05-other","Other","82","48","181","KT","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=181&cate_no=82&display_group=1","048__181__KT.jpg","134141","downloaded"
"05-other","Other","82","49","180","빨간펜","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=180&cate_no=82&display_group=1","049__180__빨간펜.jpg","147639","downloaded"
"05-other","Other","82","50","178","JScompany","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=178&cate_no=82&display_group=1","050__178__JScompany.jpg","780189","downloaded"
"05-other","Other","82","51","154","키자니아","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=154&cate_no=82&display_group=1","051__154__키자니아.jpg","631481","downloaded"
"05-other","Other","82","52","150","에브리타운","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=150&cate_no=82&display_group=1","052__150__에브리타운.jpg","1615685","downloaded"
"05-other","Other","82","53","149","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=149&cate_no=82&display_group=1","053__149__한국야구위원회 KBO.jpg","425965","downloaded"
"05-other","Other","82","54","148","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=148&cate_no=82&display_group=1","054__148__한국야구위원회 KBO.jpg","442904","downloaded"
"05-other","Other","82","55","147","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=147&cate_no=82&display_group=1","055__147__한국야구위원회 KBO.jpg","462595","downloaded"
"05-other","Other","82","56","146","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=146&cate_no=82&display_group=1","056__146__한국야구위원회 KBO.jpg","1673746","downloaded"
"05-other","Other","82","57","145","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=145&cate_no=82&display_group=1","057__145__한국야구위원회 KBO.jpg","1686295","downloaded"
"05-other","Other","82","58","144","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=144&cate_no=82&display_group=1","058__144__한국야구위원회 KBO.jpg","1668999","downloaded"
"05-other","Other","82","59","143","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=143&cate_no=82&display_group=1","059__143__한국야구위원회 KBO.jpg","1634564","downloaded"
"05-other","Other","82","60","142","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=142&cate_no=82&display_group=1","060__142__한국야구위원회 KBO.jpg","1666151","downloaded"
"05-other","Other","82","61","141","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=141&cate_no=82&display_group=1","061__141__한국야구위원회 KBO.jpg","1667772","downloaded"
"05-other","Other","82","62","140","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=140&cate_no=82&display_group=1","062__140__한국야구위원회 KBO.jpg","1690645","downloaded"
"05-other","Other","82","63","139","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=139&cate_no=82&display_group=1","063__139__한국야구위원회 KBO.jpg","462549","downloaded"
"05-other","Other","82","64","138","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=138&cate_no=82&display_group=1","064__138__한국야구위원회 KBO.jpg","449031","downloaded"
"05-other","Other","82","65","137","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=137&cate_no=82&display_group=1","065__137__한국야구위원회 KBO.jpg","440770","downloaded"
"05-other","Other","82","66","136","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=136&cate_no=82&display_group=1","066__136__한국야구위원회 KBO.jpg","459097","downloaded"
"05-other","Other","82","67","135","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=135&cate_no=82&display_group=1","067__135__한국야구위원회 KBO.jpg","1582811","downloaded"
"05-other","Other","82","68","134","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=134&cate_no=82&display_group=1","068__134__한국야구위원회 KBO.jpg","715704","downloaded"
"05-other","Other","82","69","133","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=133&cate_no=82&display_group=1","069__133__한국야구위원회 KBO.jpg","708580","downloaded"
"05-other","Other","82","70","132","한국야구위원회 KBO","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=132&cate_no=82&display_group=1","070__132__한국야구위원회 KBO.jpg","725319","downloaded"
