"category_folder","category_name","category_id","sequence","product_no","title_ko","detail_url","original_image_url","local_file","bytes","status","error_message"
"01-food-beverage","Food & Beverage","78","21","187","스무디킹","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=187&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/smoothking.jpg","021__187__스무디킹.jpg","1670537","downloaded",""
"01-food-beverage","Food & Beverage","78","22","179","캘로그","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=179&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/kellogg-160.120.jpg","022__179__캘로그.jpg","156315","downloaded",""
"01-food-beverage","Food & Beverage","78","23","159","KANU 맥심","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=159&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/maxim20kanu.jpg","023__159__KANU 맥심.jpg","79346","downloaded",""
"01-food-beverage","Food & Beverage","78","24","158","맥심 커피","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=158&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18486E185A2E186A8E18489E185B5E186B7E18492E185A2E186BCE18487E185A9E186A8E18492E185A1E186ABE1848FE185A5E18491E185B5E18492E185A1E1848BE185AEE18489E185B3E18491E185A2E1848FE185B5E1848CE185B5.jpg","024__158__맥심 커피.jpg","32086","downloaded",""
"01-food-beverage","Food & Beverage","78","25","153","SUBWAY","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=153&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/subway2.jpg","025__153__SUBWAY.jpg","168141","downloaded",""
"01-food-beverage","Food & Beverage","78","26","129","이디야 커피","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=129&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848BE185B5E18483E185B5E1848BE185A3E18491E185A2E1848FE185B5E1848CE185B5.jpg","026__129__이디야 커피.jpg","1833571","downloaded",""
"01-food-beverage","Food & Beverage","78","27","128","이디야 커피","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=128&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848BE185B5E18483E185B5E1848BE185A320E1848FE185A5E18491E185B5E18490E185B3E18485E185A5E186A8.jpg","027__128__이디야 커피.jpg","661480","downloaded",""
"01-food-beverage","Food & Beverage","78","28","127","이디야 커피","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=127&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848BE185B5E18483E185B5E1848BE185A320E18486E185B5E18482E185B5E1848FE185A1E18491E185A6.jpg","028__127__이디야 커피.jpg","695430","downloaded",""
"01-food-beverage","Food & Beverage","78","29","125","CJ 제일제당","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=125&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18483E185A5E18480E185A5E186ABE18480E185A1E186BCE18492E185A1E186ABE18492E185A2E186B7-E18487E185A5E186BDE18481E185A9E186BEE18482E185A9E186AFE1848BE185B5.jpg","029__125__CJ 제일제당.jpg","72441","downloaded",""
"01-food-beverage","Food & Beverage","78","30","124","CJ 제일제당","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=124&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18486E185A2E186A8E18489E185B3E18487E185A9E186BC.jpg","030__124__CJ 제일제당.jpg","635246","downloaded",""
